Year,Month,Temp
1970,4,13.919
1970,5,19.952
1970,6,23.169
1970,7,27.766
1970,8,28.694
1970,9,24.527
1970,10,18.414
1970,11,12.039
1970,12,6.692
1971,1,2.928
1971,2,4.355
1971,3,8.229
1971,4,14.849
1971,5,20.513
1971,6,25.676
1971,7,30.617
1971,8,29.001
1971,9,23.439
1971,10,16.519
1971,11,12.42
1971,12,6.088
1972,1,4.528
1972,2,2.369
1972,3,9.212
1972,4,14.329
1972,5,19.472
1972,6,24.322
1972,7,27.471
1972,8,27.5
1972,9,22.768
1972,10,17.712
1972,11,12.325
1972,12,6.498
1973,1,4.424
1973,2,6.598
1973,3,10.396
1973,4,16.648
1973,5,19.535
1973,6,23.788
1973,7,28.69
1973,8,29.022
1973,9,22.195
1973,10,17.762
1973,11,12.028
1973,12,4.805
1974,1,3.306
1974,2,3.931
1974,3,8.786
1974,4,16.254
1974,5,20.897
1974,6,23.303
1974,7,27.243
1974,8,27.59
1974,9,23.292
1974,10,17.788
1974,11,13.038
1974,12,5.694
1975,1,4.775
1975,2,5.704
1975,3,9.462
1975,4,14.666
1975,5,19.205
1975,6,24.092
1975,7,28.381
1975,8,28.763
1975,9,26.395
1975,10,19.121
1975,11,12.492
1975,12,4.761
1976,1,3.554
1976,2,6.652
1976,3,8.397
1976,4,14.24
1976,5,20.407
1976,6,23.88
1976,7,26.515
1976,8,29.092
1976,9,22.406
1976,10,18.226
1976,11,9.055
1976,12,6.118
1977,1,0.432
1977,2,3.726
1977,3,10.451
1977,4,16.12
1977,5,18.898
1977,6,23.875
1977,7,29.103
1977,8,26.839
1977,9,24.022
1977,10,19.671
1977,11,12.169
1977,12,8.695
1978,1,3.936
1978,2,4.801
1978,3,8.373
1978,4,15.866
1978,5,20.644
1978,6,25.472
1978,7,30.071
1978,8,29.352
1978,9,23.95
1978,10,18.157
1978,11,12.483
1978,12,6.893
1979,1,5.122
1979,2,7.021
1979,3,9.467
1979,4,14.613
1979,5,19.36
1979,6,25.71
1979,7,28.14
1979,8,28.149
1979,9,23.171
1979,10,18.69
1979,11,11.135
1979,12,7.933
1980,1,3.937
1980,2,3.432
1980,3,7.906
1980,4,14.139
1980,5,19.991
1980,6,25.227
1980,7,27.403
1980,8,25.243
1980,9,22.341
1980,10,17.923
1980,11,14.115
1980,12,5.238
1981,1,2.158
1981,2,5.157
1981,3,10.909
1981,4,15.315
1981,5,20.653
1981,6,24.791
1981,7,28.927
1981,8,28.229
1981,9,22.59
1981,10,16.353
1981,11,10.516
1981,12,5.38
1982,1,3.917
1982,2,4.802
1982,3,9.423
1982,4,14.223
1982,5,22.215
1982,6,23.942
1982,7,27
1982,8,27.508
1982,9,22.745
1982,10,19.58
1982,11,13.377
1982,12,5.62
1983,1,3.875
1983,2,4.811
1983,3,9.023
1983,4,15.716
1983,5,21.255
1983,6,23.223
1983,7,28.018
1983,8,28.26
1983,9,24.889
1983,10,18.414
1983,11,11.882
1983,12,5.29
1984,1,1.688
1984,2,2.822
1984,3,8.915
1984,4,14.03
1984,5,19.526
1984,6,24.76
1984,7,28.919
1984,8,28.281
1984,9,23.206
1984,10,18.188
1984,11,14.18
1984,12,5.029
1985,1,3.439
1985,2,5.121
1985,3,7.14
1985,4,15.541
1985,5,20.986
1985,6,23.727
1985,7,28.564
1985,8,28.202
1985,9,24.988
1985,10,18.625
1985,11,11.897
1985,12,4.212
1986,1,3.414
1986,2,3.998
1986,3,9.35
1986,4,14.596
1986,5,20.824
1986,6,24.674
1986,7,27.768
1986,8,27.883
1986,9,22.878
1986,10,17.237
1986,11,11.963
1986,12,6.641
1987,1,4.97
1987,2,6.202
1987,3,8.434
1987,4,14.188
1987,5,19.803
1987,6,23.227
1987,7,27.295
1987,8,28.611
1987,9,23.016
1987,10,19.471
1987,11,13.048
1987,12,6.01
1988,1,4.592
1988,2,3.88
1988,3,7.626
1988,4,15.609
1988,5,20.264
1988,6,24.682
1988,7,30.172
1988,8,27.203
1988,9,23.021
1988,10,18.463
1988,11,11.736
1988,12,6.829
1989,1,4.714
1989,2,5.324
1989,3,9.867
1989,4,15.115
1989,5,19.697
1989,6,24.495
1989,7,26.872
1989,8,27.321
1989,9,23.647
1989,10,18.436
1989,11,12.034
1989,12,7.332
1990,1,4.528
1990,2,5.604
1990,3,11.685
1990,4,15.206
1990,5,20.966
1990,6,26.138
1990,7,30.5
1990,8,29.211
1990,9,23.89
1990,10,18.188
1990,11,14.392
1990,12,6.794
1991,1,4.084
1991,2,6.061
1991,3,8.725
1991,4,14.217
1991,5,19.944
1991,6,24.683
1991,7,28.57
1991,8,27.192
1991,9,23.705
1991,10,17.797
1991,11,12.18
1991,12,6.498
1992,1,3.858
1992,2,6.488
1992,3,8.329
1992,4,15.661
1992,5,20.627
1992,6,23.554
1992,7,28.328
1992,8,27.489
1992,9,23.761
1992,10,16.814
1992,11,11.304
1992,12,7.456
1993,1,2.671
1993,2,6.823
1993,3,9.353
1993,4,15.058
1993,5,19.393
1993,6,24.938
1993,7,27.132
1993,8,26.562
1993,9,23.868
1993,10,17.687
1993,11,12.908
1993,12,5.346
1994,1,4.536
1994,2,5.054
1994,3,8.971
1994,4,16.117
1994,5,22.877
1994,6,25.142
1994,7,30.858
1994,8,29.439
1994,9,23.796
1994,10,18.045
1994,11,14.931
1994,12,8.337
1995,1,4.157
1995,2,5.502
1995,3,10.482
1995,4,14.505
1995,5,20.159
1995,6,23.672
1995,7,28.717
1995,8,29.107
1995,9,24.569
1995,10,18.568
1995,11,11.472
1995,12,5.408
1996,1,3.785
1996,2,4.307
1996,3,8.23
1996,4,13.96
1996,5,20.173
1996,6,25.261
1996,7,27.676
1996,8,28.255
1996,9,24.938
1996,10,18.921
1996,11,12.339
1996,12,6.65
1997,1,3.398
1997,2,5.508
1997,3,11.101
1997,4,15.544
1997,5,22.762
1997,6,25.393
1997,7,27.874
1997,8,27.992
1997,9,22.727
1997,10,18.852
1997,11,12.938
1997,12,7.022
1998,1,3.785
1998,2,7.363
1998,3,9.995
1998,4,18.058
1998,5,20.94
1998,6,24.226
1998,7,29.72
1998,8,29.431
1998,9,24.095
1998,10,19.789
1998,11,15.169
1998,12,8.116
1999,1,5.75
1999,2,7.289
1999,3,10.03
1999,4,15.617
1999,5,21.235
1999,6,23.361
1999,7,26.326
1999,8,27.061
1999,9,25.625
1999,10,18.929
1999,11,12.296
1999,12,6.589
2000,1,3.938
2000,2,4.323
2000,3,11.015
2000,4,16.362
2000,5,21.86
2000,6,25.084
2000,7,29.115
2000,8,28.128
2000,9,23.997
2000,10,18.918
2000,11,11.932
2000,12,8.178
2001,1,5.146
2001,2,6.512
2001,3,11.164
2001,4,15.446
2001,5,21.63
2001,6,24.559
2001,7,29.818
2001,8,26.889
2001,9,24.15
2001,10,19.221
2001,11,12.472
2001,12,6.205
2002,1,6.232
2002,2,8.121
2002,3,12.847
2002,4,16.717
2002,5,19.781
2002,6,25.862
2002,7,28.018
2002,8,27.1
2002,9,24.178
2002,10,18.942
2002,11,12.181
2002,12,6.669
2003,1,3.434
2003,2,6.623
2003,3,9.91
2003,4,15.434
2003,5,20.165
2003,6,24.736
2003,7,29.224
2003,8,28.701
2003,9,25.588
2003,10,18.123
2003,11,13.025
2003,12,5.943
2004,1,3.877
2004,2,8.355
2004,3,10.034
2004,4,16.446
2004,5,21.159
2004,6,24.734
2004,7,29.555
2004,8,28.598
2004,9,23.751
2004,10,18.3
2004,11,14.041
2004,12,8.042
2005,1,2.628
2005,2,3.901
2005,3,8.927
2005,4,17.724
2005,5,20.796
2005,6,26.724
2005,7,29.129
2005,8,27.733
2005,9,25.819
2005,10,18.39
2005,11,14.726
2005,12,4.472
2006,1,5.02
2006,2,5.117
2006,3,11.187
2006,4,16.594
2006,5,20.777
2006,6,25.741
2006,7,29.084
2006,8,29.697
2006,9,23.07
2006,10,21.104
2006,11,14.637
2006,12,6.945
2007,1,4.532
2007,2,9.156
2007,3,11.667
2007,4,15.528
2007,5,22.832
2007,6,25.001
2007,7,29.232
2007,8,29.119
2007,9,24.415
2007,10,19.266
2007,11,12.744
2007,12,8.017
2008,1,3.059
2008,2,3.393
2008,3,11.279
2008,4,15.754
2008,5,21.625
2008,6,24.04
2008,7,29.603
2008,8,27.765
2008,9,25.097
2008,10,19.866
2008,11,12.506
2008,12,6.705
2009,1,3.25
2009,2,8.329
2009,3,10.31
2009,4,16.271
2009,5,21.779
2009,6,26.214
2009,7,28.56
2009,8,27.799
2009,9,24.671
2009,10,20.325
2009,11,10.885
2009,12,5.751
2010,1,4.635
2010,2,6.886
2010,3,9.237
2010,4,12.86
2010,5,20.827
2010,6,24.184
2010,7,28.615
2010,8,30.128
2010,9,25.361
2010,10,18.032
2010,11,13.149
2010,12,7.067
2011,1,0.7
2011,2,5.583
2011,3,9.176
2011,4,16.022
2011,5,21.481
2011,6,24.638
2011,7,29.253
2011,8,27.806
2011,9,23.782
2011,10,18.371
2011,11,15.798
2011,12,5.606
2012,1,3.875
2012,2,3.928
2012,3,9.445
2012,4,17.525
2012,5,21.454
2012,6,24.565
2012,7,29.441
2012,8,28.567
2012,9,23.217
2012,10,18.979
2012,11,11.53
2012,12,5.168
